educ;south;nonwhite;female;married;exper;expersq;union;lwage;age;year;y85;y85fem;y85educ;y85union
12;0;0;1;0;1;1;0;1,25279998779297;18;78;0;0;0;0
12;0;0;1;0;17;289;0;1,60940003395081;34;78;0;0;0;0
15;0;0;0;0;5;25;0;1,32179999351501;25;78;0;0;0;0
12;0;0;1;1;4;16;0;1,25279998779297;21;78;0;0;0;0
12;0;0;0;1;15;225;1;1,90209996700287;32;78;0;0;0;0
8;1;0;0;1;18;324;0;,992500007152557;31;78;0;0;0;0
16;1;0;0;1;2;4;0;1,38629996776581;23;78;0;0;0;0
16;1;0;0;1;6;36;0;1,89709997177124;27;78;0;0;0;0
12;1;0;1;1;23;529;0;1,72720003128052;40;78;0;0;0;0
12;1;0;1;0;12;144;0;,97460001707077;29;78;0;0;0;0
12;1;0;0;1;20;400;1;2,30259990692139;37;78;0;0;0;0
16;1;0;0;1;17;289;0;2,30259990692139;38;78;0;0;0;0
16;0;0;1;1;8;64;0;2,04119992256165;29;78;0;0;0;0
12;0;0;1;0;4;16;0;1,53149998188019;21;78;0;0;0;0
12;0;1;0;0;13;169;0;1,38629996776581;30;78;0;0;0;0
16;0;0;0;0;12;144;0;2,04679989814758;33;78;0;0;0;0
15;0;0;0;0;17;289;0;2,28999996185303;37;78;0;0;0;0
17;0;0;1;1;8;64;0;1,8717999458313;30;78;0;0;0;0
10;0;0;0;1;42;1764;0;1,86539995670319;57;78;0;0;0;0
10;0;0;0;0;5;25;1;1,73090004920959;20;78;0;0;0;0
16;0;0;0;0;18;324;1;1,97409999370575;39;78;0;0;0;0
12;0;0;1;0;3;9;0;1,44690001010895;20;78;0;0;0;0
8;0;0;0;0;22;484;0;1,42709994316101;35;78;0;0;0;0
12;0;0;1;1;18;324;0;1,26489996910095;35;78;0;0;0;0
12;0;0;0;1;8;64;0;1,96360003948212;25;78;0;0;0;0
15;0;0;0;1;1;1;0;1,72720003128052;21;78;0;0;0;0
15;0;0;1;0;4;16;0;1,48580002784729;24;78;0;0;0;0
12;0;0;0;1;11;121;0;1,38629996776581;28;78;0;0;0;0
12;0;0;0;1;45;2025;1;2,15179991722107;62;78;0;0;0;0
12;0;0;0;1;35;1225;0;2,10190010070801;52;78;0;0;0;0
11;1;1;0;0;22;484;0;1,01160001754761;38;78;0;0;0;0
12;1;0;1;1;13;169;0;1,72720003128052;30;78;0;0;0;0
14;1;0;0;1;34;1156;0;3,35139989852905;53;78;0;0;0;0
10;1;0;0;1;9;81;1;1,32179999351501;24;78;0;0;0;0
10;1;0;0;1;36;1296;0;1,79180002212524;51;78;0;0;0;0
10;1;0;0;1;14;196;0;1,60940003395081;29;78;0;0;0;0
12;0;0;1;1;2;4;0;1,12909996509552;19;78;0;0;0;0
8;0;0;0;1;32;1024;1;1,64869999885559;45;78;0;0;0;0
14;0;0;1;0;39;1521;0;1,94589996337891;58;78;0;0;0;0
12;0;0;1;1;9;81;0;,865000009536743;26;78;0;0;0;0
18;0;0;0;1;3;9;0;1,93729996681213;26;78;0;0;0;0
10;0;0;0;1;8;64;0;,865000009536743;23;78;0;0;0;0
16;0;0;0;1;7;49;0;1,38059997558594;28;78;0;0;0;0
14;0;0;0;1;7;49;0;1,60940003395081;26;78;0;0;0;0
13;0;0;0;1;4;16;0;1,83259999752045;22;78;0;0;0;0
16;0;0;0;0;5;25;0;1,66770005226135;26;78;0;0;0;0
14;1;1;0;0;6;36;0;1,09860002994537;25;78;0;0;0;0
12;1;0;0;1;37;1369;0;1,87950003147125;54;78;0;0;0;0
6;1;1;0;0;11;121;0;1,09860002994537;22;78;0;0;0;0
8;1;0;1;0;41;1681;1;1,60940003395081;54;78;0;0;0;0
12;1;1;1;0;30;900;0;2,74440002441406;47;78;0;0;0;0
16;1;0;0;1;13;169;0;2,16380000114441;34;78;0;0;0;0
18;0;0;1;0;4;16;0;1,60940003395081;27;78;0;0;0;0
12;0;0;1;1;16;256;0;1,72720003128052;33;78;0;0;0;0
13;0;0;0;1;8;64;1;1,30830001831055;26;78;0;0;0;0
16;0;0;0;1;32;1024;0;2,01489996910095;53;78;0;0;0;0
12;0;0;1;0;6;36;0;,970399975776672;23;78;0;0;0;0
14;0;0;1;1;30;900;0;1,36099994182587;49;78;0;0;0;0
12;0;0;1;0;1;1;0;1,09860002994537;18;78;0;0;0;0
12;0;0;0;0;4;16;1;1,64869999885559;21;78;0;0;0;0
13;0;0;0;1;41;1681;1;2,69120001792908;59;78;0;0;0;0
12;0;0;0;1;22;484;1;2,04119992256165;39;78;0;0;0;0
12;0;0;0;1;22;484;0;1,76189994812012;39;78;0;0;0;0
15;0;0;0;1;31;961;1;2,52570009231567;51;78;0;0;0;0
16;0;0;1;0;2;4;1;1,85239994525909;23;78;0;0;0;0
15;0;0;0;1;19;361;1;2,07940006256104;39;78;0;0;0;0
12;0;0;1;1;14;196;0;1,81009995937347;31;78;0;0;0;0
11;0;0;1;0;16;256;0;1,2039999961853;32;78;0;0;0;0
12;1;0;0;0;3;9;0;1,34660005569458;20;78;0;0;0;0
12;1;0;0;1;3;9;1;1,51460003852844;20;78;0;0;0;0
8;1;0;0;1;30;900;1;2,11019992828369;43;78;0;0;0;0
12;1;0;1;0;3;9;0;,916299998760223;20;78;0;0;0;0
4;1;1;0;1;55;3025;0;1,14740002155304;64;78;0;0;0;0
12;1;0;0;0;3;9;0;1,13940000534058;20;78;0;0;0;0
11;1;0;0;1;19;361;1;2,52570009231567;35;78;0;0;0;0
9;1;0;1;0;27;729;1;1,45529997348785;41;78;0;0;0;0
12;1;0;0;1;9;81;1;1,79180002212524;26;78;0;0;0;0
12;0;1;0;0;13;169;0;1,43509995937347;30;78;0;0;0;0
16;0;0;0;1;31;961;0;2,54940009117126;52;78;0;0;0;0
12;0;0;1;0;16;256;0;1,54219996929169;33;78;0;0;0;0
11;0;0;0;0;4;16;0;,97460001707077;20;78;0;0;0;0
16;0;0;0;1;3;9;0;2,00149989128113;24;78;0;0;0;0
16;0;0;1;0;4;16;0;1,44690001010895;25;78;0;0;0;0
12;0;0;1;1;36;1296;1;1,32179999351501;53;78;0;0;0;0
9;1;0;0;1;6;36;0;1,60940003395081;20;78;0;0;0;0
12;1;0;0;1;19;361;0;1,9867000579834;36;78;0;0;0;0
18;1;0;0;1;14;196;0;2,06690001487732;37;78;0;0;0;0
12;0;0;0;1;38;1444;0;1,46099996566772;55;78;0;0;0;0
13;0;0;0;1;8;64;1;1,81009995937347;26;78;0;0;0;0
12;0;0;1;1;4;16;0;1,55809998512268;21;78;0;0;0;0
15;0;0;0;0;12;144;0;1,83259999752045;32;78;0;0;0;0
12;0;0;0;1;41;1681;0;2,44449996948242;58;78;0;0;0;0
12;0;0;1;1;24;576;0;1,74300003051758;41;78;0;0;0;0
11;0;0;0;1;17;289;0;1,79180002212524;33;78;0;0;0;0
12;0;0;1;1;8;64;0;1,17869997024536;25;78;0;0;0;0
12;0;0;0;0;2;4;0;1,38629996776581;19;78;0;0;0;0
12;0;0;0;1;2;4;0;1,24479997158051;19;78;0;0;0;0
12;0;0;1;1;39;1521;0;1,44690001010895;56;78;0;0;0;0
12;0;0;0;1;6;36;0;2,52570009231567;23;78;0;0;0;0
9;0;0;1;1;34;1156;0;1,02960002422333;48;78;0;0;0;0
17;0;0;0;1;14;196;0;2,01489996910095;36;78;0;0;0;0
17;0;0;0;1;7;49;0;2,09489989280701;29;78;0;0;0;0
10;0;0;1;0;46;2116;0;,994300007820129;61;78;0;0;0;0
18;0;0;0;1;4;16;0;1,92789995670319;27;78;0;0;0;0
12;0;0;1;1;12;144;0;,559599995613098;29;78;0;0;0;0
12;0;0;1;1;6;36;0;1,21640002727509;23;78;0;0;0;0
6;0;0;0;1;15;225;0;1,44690001010895;26;78;0;0;0;0
13;0;0;0;1;12;144;1;1,50409996509552;30;78;0;0;0;0
17;0;0;0;1;15;225;0;2,16910004615784;37;78;0;0;0;0
12;0;0;0;1;15;225;0;2,07940006256104;32;78;0;0;0;0
12;0;1;1;1;12;144;1;1,11510002613068;29;78;0;0;0;0
12;0;0;0;1;23;529;0;1,67900002002716;40;78;0;0;0;0
14;0;0;0;0;41;1681;0;2,18479990959167;60;78;0;0;0;0
12;0;0;1;0;42;1764;0;1,50409996509552;59;78;0;0;0;0
12;0;0;0;1;10;100;0;1,70469999313354;27;78;0;0;0;0
10;0;0;0;1;20;400;0;1,45860004425049;35;78;0;0;0;0
13;0;0;0;1;4;16;1;1,72969996929169;22;78;0;0;0;0
16;0;0;1;1;11;121;1;1,83259999752045;32;78;0;0;0;0
12;0;0;1;0;6;36;0;1,13940000534058;23;78;0;0;0;0
14;0;0;0;1;19;361;0;1,24960005283356;38;78;0;0;0;0
12;0;0;0;1;32;1024;0;2,24009990692139;49;78;0;0;0;0
12;0;0;0;1;21;441;0;1,38629996776581;38;78;0;0;0;0
11;0;0;0;1;39;1521;0;1,21640002727509;55;78;0;0;0;0
18;0;0;0;1;15;225;0;2,08150005340576;38;78;0;0;0;0
12;0;0;1;1;25;625;1;1,59430003166199;42;78;0;0;0;0
12;0;0;1;0;18;324;0;1,07330000400543;35;78;0;0;0;0
12;0;0;1;1;21;441;0;1,70469999313354;38;78;0;0;0;0
17;0;0;1;1;11;121;1;2,24370002746582;33;78;0;0;0;0
14;0;0;0;0;6;36;0;1,13940000534058;25;78;0;0;0;0
12;0;1;0;0;5;25;1;,875500023365021;22;78;0;0;0;0
15;1;1;1;1;12;144;0;2,10409998893738;32;78;0;0;0;0
8;1;1;0;1;44;1936;0;1,09860002994537;57;78;0;0;0;0
16;1;1;1;0;7;49;0;2,16910004615784;28;78;0;0;0;0
16;1;1;1;0;25;625;0;1,34809994697571;46;78;0;0;0;0
12;0;0;1;0;5;25;1;1,09860002994537;22;78;0;0;0;0
12;0;0;0;1;27;729;0;2,07940006256104;44;78;0;0;0;0
10;0;0;1;0;36;1296;1;1,29359996318817;51;78;0;0;0;0
12;0;0;0;0;31;961;0;2,14010000228882;48;78;0;0;0;0
14;0;0;0;0;27;729;0;2,40490007400513;46;78;0;0;0;0
13;0;0;1;1;44;1936;0;1,39869999885559;62;78;0;0;0;0
16;0;0;1;0;7;49;0;1,42910003662109;28;78;0;0;0;0
12;0;0;0;0;13;169;1;1,99129998683929;30;78;0;0;0;0
14;0;0;1;1;36;1296;0;1,35450005531311;55;78;0;0;0;0
12;0;0;1;0;4;16;0;1,26689994335175;21;78;0;0;0;0
12;0;0;0;1;30;900;1;2,04769992828369;47;78;0;0;0;0
10;0;0;0;1;16;256;0;1,60940003395081;31;78;0;0;0;0
17;0;0;0;1;15;225;1;2,01489996910095;37;78;0;0;0;0
13;0;0;1;0;2;4;0;,972500026226044;20;78;0;0;0;0
12;0;0;0;1;32;1024;1;1,83259999752045;49;78;0;0;0;0
12;0;0;0;1;9;81;0;1,2039999961853;26;78;0;0;0;0
18;0;0;0;1;21;441;0;2,30259990692139;44;78;0;0;0;0
12;0;0;1;1;4;16;0;1,25279998779297;21;78;0;0;0;0
13;0;0;1;1;35;1225;0;1,50409996509552;53;78;0;0;0;0
14;0;0;1;1;5;25;0;1,38629996776581;24;78;0;0;0;0
12;0;0;1;0;1;1;0;1,01160001754761;18;78;0;0;0;0
10;0;0;0;0;3;9;0;1,36570000648499;18;78;0;0;0;0
12;0;0;1;0;3;9;0;1,32179999351501;20;78;0;0;0;0
12;0;0;0;1;21;441;0;2,30259990692139;38;78;0;0;0;0
12;0;0;0;1;6;36;0;2,01489996910095;23;78;0;0;0;0
18;1;0;0;0;34;1156;0;3,2179000377655;57;78;0;0;0;0
12;1;0;1;0;22;484;0;1,60940003395081;39;78;0;0;0;0
17;1;0;0;1;16;256;0;2,58400011062622;38;78;0;0;0;0
13;0;0;1;0;4;16;0;1,32179999351501;22;78;0;0;0;0
18;0;0;0;1;15;225;0;2,10190010070801;38;78;0;0;0;0
13;0;0;0;1;26;676;0;1,67840003967285;44;78;0;0;0;0
17;0;0;1;1;19;361;1;1,74919998645782;41;78;0;0;0;0
7;0;0;0;1;43;1849;0;,97460001707077;55;78;0;0;0;0
8;0;0;0;1;18;324;0;1,8717999458313;31;78;0;0;0;0
17;0;0;0;1;10;100;1;1,60940003395081;32;78;0;0;0;0
10;0;0;0;0;3;9;0;,798500001430511;18;78;0;0;0;0
9;0;0;0;1;46;2116;0;1,2039999961853;60;78;0;0;0;0
12;0;0;1;1;10;100;1;1,41709995269775;27;78;0;0;0;0
17;0;0;0;1;5;25;1;1,88709998130798;27;78;0;0;0;0
14;0;0;0;0;5;25;0;1,65030002593994;24;78;0;0;0;0
12;0;0;1;0;7;49;0;1,19249999523163;24;78;0;0;0;0
12;0;0;0;1;15;225;1;2,39330005645752;32;78;0;0;0;0
12;0;0;0;1;31;961;1;2,18889999389648;48;78;0;0;0;0
12;0;0;0;1;39;1521;0;2,52570009231567;56;78;0;0;0;0
14;0;0;0;1;8;64;0;1,60940003395081;27;78;0;0;0;0
13;0;0;1;1;28;784;0;,916299998760223;46;78;0;0;0;0
16;0;0;1;0;10;100;1;2,41449999809265;31;78;0;0;0;0
12;0;0;0;1;36;1296;1;2,52570009231567;53;78;0;0;0;0
15;0;0;1;1;3;9;1;2,07940006256104;23;78;0;0;0;0
12;0;0;0;1;27;729;1;2,65829992294312;44;78;0;0;0;0
8;0;0;0;1;47;2209;1;2,47440004348755;60;78;0;0;0;0
12;0;0;1;0;39;1521;1;2,63910007476807;56;78;0;0;0;0
15;0;0;0;0;12;144;0;2,52570009231567;32;78;0;0;0;0
10;0;0;0;1;27;729;0;2,19720005989075;43;85;1;0;10;0
12;0;0;0;1;20;400;0;1,70469999313354;38;85;1;0;12;0
12;0;0;1;0;4;16;0;1,33500003814697;22;85;1;1;12;0
12;0;0;1;1;29;841;0;2,35139989852905;47;85;1;1;12;0
12;0;0;0;1;40;1600;1;2,70799994468689;58;85;1;0;12;1
16;0;0;1;1;27;729;0;2,19720005989075;49;85;1;1;16;0
12;0;0;1;1;5;25;1;2,25859999656677;23;85;1;1;12;1
14;0;0;0;0;22;484;0;2,70799994468689;42;85;1;0;14;0
8;0;0;0;1;42;1764;0;2,39790010452271;56;85;1;0;8;0
12;0;0;1;1;14;196;0;1,60940003395081;32;85;1;1;12;0
17;0;0;0;1;18;324;0;3,2179000377655;41;85;1;0;17;0
17;0;0;0;0;3;9;0;3,01550006866455;26;85;1;0;17;0
14;0;0;0;0;4;16;1;3,21889996528625;24;85;1;0;14;1
14;0;0;0;0;14;196;0;2,63759994506836;34;85;1;0;14;0
12;0;0;0;1;35;1225;0;1,25279998779297;53;85;1;0;12;0
14;0;0;0;0;0;0;0;1,60940003395081;20;85;1;0;14;0
16;0;0;0;1;7;49;1;2,30259990692139;29;85;1;0;16;1
16;0;1;0;1;26;676;1;2,70799994468689;48;85;1;0;16;1
13;0;1;0;0;3;9;0;1,76300001144409;22;85;1;0;13;0
13;0;0;0;0;16;256;0;2,20830011367798;35;85;1;0;13;0
17;0;1;1;1;32;1024;0;2,4203999042511;55;85;1;1;17;0
12;0;1;0;1;25;625;1;2,56489992141724;43;85;1;0;12;1
14;0;0;1;0;15;225;1;2,07940006256104;35;85;1;1;14;1
12;0;0;1;1;38;1444;0;1,4539999961853;56;85;1;1;12;0
16;0;1;0;1;17;289;0;2,06369996070862;39;85;1;0;16;0
12;0;0;1;0;7;49;0;1,93789994716644;25;85;1;1;12;0
17;0;0;1;0;5;25;0;3,2179000377655;28;85;1;1;17;0
14;0;0;0;1;22;484;0;2,30259990692139;42;85;1;0;14;0
14;0;0;0;1;21;441;0;2,62100005149841;41;85;1;0;14;0
13;0;0;1;1;2;4;0;1,72720003128052;21;85;1;1;13;0
14;0;1;0;1;16;256;0;2,68580007553101;36;85;1;0;14;0
16;0;0;0;1;18;324;0;3,2179000377655;40;85;1;0;16;0
12;0;0;0;1;14;196;0;2,48489999771118;32;85;1;0;12;0
18;0;0;0;1;12;144;0;2,70799994468689;36;85;1;0;18;0
16;0;0;0;0;3;9;0;1,75349998474121;25;85;1;0;16;0
17;0;0;1;1;13;169;0;2,53769993782043;36;85;1;1;17;0
16;0;0;1;0;42;1764;0;2,46050000190735;64;85;1;1;16;0
12;0;0;0;1;8;64;0;2,56489992141724;26;85;1;0;12;0
15;0;0;1;1;6;36;0;2,52570009231567;27;85;1;1;15;0
16;0;0;0;1;22;484;0;3,11350011825562;44;85;1;0;16;0
16;0;1;1;0;3;9;0;2,4203999042511;25;85;1;1;16;0
16;0;0;0;1;33;1089;0;2,73309993743896;55;85;1;0;16;0
13;0;0;1;0;8;64;1;2,04119992256165;27;85;1;1;13;1
12;0;0;0;1;26;676;0;2,47149991989136;44;85;1;0;12;0
14;0;0;0;1;0;0;0;1,60940003395081;20;85;1;0;14;0
12;0;0;0;1;28;784;0;1,8717999458313;46;85;1;0;12;0
8;0;0;0;1;33;1089;1;2,19720005989075;47;85;1;0;8;1
12;0;0;0;0;0;0;0;1,20899999141693;18;85;1;0;12;0
12;0;0;1;1;7;49;0;1,50409996509552;25;85;1;1;12;0
14;0;0;1;1;12;144;0;2,35389995574951;32;85;1;1;14;0
9;0;0;0;1;47;2209;1;1,25279998779297;62;85;1;0;9;1
16;0;0;0;1;12;144;0;2,70799994468689;34;85;1;0;16;0
12;0;0;1;0;25;625;0;2,14010000228882;43;85;1;1;12;0
12;0;0;1;1;44;1936;0;2,21589994430542;62;85;1;1;12;0
9;0;0;0;0;33;1089;1;2,26180005073547;48;85;1;0;9;1
8;0;0;1;1;22;484;0;1,92789995670319;36;85;1;1;8;0
18;0;0;1;1;14;196;0;2,63549995422363;38;85;1;1;18;0
14;0;1;0;0;22;484;0;2,30259990692139;42;85;1;0;14;0
12;0;0;1;0;41;1681;0;1,32179999351501;59;85;1;1;12;0
12;0;0;1;0;8;64;0;2,07940006256104;26;85;1;1;12;0
12;0;0;1;1;43;1849;0;2,45670008659363;61;85;1;1;12;0
8;0;1;1;0;29;841;0;2,18440008163452;43;85;1;1;8;0
12;0;1;0;0;6;36;1;1,38629996776581;24;85;1;0;12;1
12;0;1;1;0;21;441;0;1,70469999313354;39;85;1;1;12;0
16;0;1;0;0;3;9;0;1,20899999141693;25;85;1;0;16;0
12;0;0;1;1;40;1600;0;2,38050007820129;58;85;1;1;12;0
12;0;0;0;1;5;25;0;1,94589996337891;23;85;1;0;12;0
13;0;0;0;1;34;1156;1;2,30259990692139;53;85;1;0;13;1
16;0;0;1;1;10;100;0;1,68640005588531;32;85;1;1;16;0
12;0;0;1;0;10;100;0;2,01489996910095;28;85;1;1;12;0
12;0;0;0;1;41;1681;1;2,4203999042511;59;85;1;0;12;1
10;0;0;1;1;25;625;1;2,30259990692139;41;85;1;1;10;1
13;0;0;0;0;0;0;0;1,38629996776581;19;85;1;0;13;0
18;0;0;0;1;14;196;1;2,60369992256165;38;85;1;0;18;1
12;0;0;0;0;22;484;0;1,90950000286102;40;85;1;0;12;0
14;0;0;1;1;32;1024;0;2,65930008888245;52;85;1;1;14;0
15;0;0;1;1;9;81;0;2,27729988098145;30;85;1;1;15;0
12;0;0;1;0;0;0;0;1,20899999141693;18;85;1;1;12;0
8;0;0;1;0;49;2401;0;1,22379994392395;63;85;1;1;8;0
14;0;0;1;1;32;1024;0;1,72720003128052;52;85;1;1;14;0
12;0;0;0;1;7;49;1;1,94589996337891;25;85;1;0;12;1
16;0;0;1;1;10;100;0;2,30259990692139;32;85;1;1;16;0
10;0;0;1;0;44;1936;1;1,80830001831055;60;85;1;1;10;1
12;0;0;1;1;27;729;0;1,42789995670319;45;85;1;1;12;0
12;0;0;1;1;16;256;0;1,5686000585556;34;85;1;1;12;0
12;0;0;0;1;3;9;0;1,74919998645782;21;85;1;0;12;0
12;0;0;0;1;8;64;0;1,55809998512268;26;85;1;0;12;0
17;0;0;0;1;7;49;1;2,23799991607666;30;85;1;0;17;1
12;0;0;1;0;8;64;0;1,65820002555847;26;85;1;1;12;0
9;0;0;1;1;42;1764;0;1,59940004348755;57;85;1;1;9;0
16;0;0;1;1;11;121;0;2,96399998664856;33;85;1;1;16;0
12;0;0;0;1;23;529;0;2,99469995498657;41;85;1;0;12;0
12;0;0;0;0;4;16;0;1,38629996776581;22;85;1;0;12;0
12;0;0;1;0;0;0;0;1,60940003395081;18;85;1;1;12;0
14;0;0;0;1;25;625;0;2,35899996757507;45;85;1;0;14;0
12;0;1;0;0;22;484;1;2,30259990692139;40;85;1;0;12;1
14;0;0;1;0;15;225;0;1,99810004234314;35;85;1;1;14;0
15;0;0;0;0;10;100;0;2,52570009231567;31;85;1;0;15;0
16;0;0;1;0;20;400;0;1,38629996776581;42;85;1;1;16;0
12;0;0;1;1;24;576;0;2,71009993553162;42;85;1;1;12;0
12;1;0;0;1;12;144;0;2,77259993553162;30;85;1;0;12;0
12;1;0;1;0;12;144;0;1,26979994773865;30;85;1;1;12;0
12;1;0;0;0;16;256;0;1,50409996509552;34;85;1;0;12;0
12;1;0;1;0;4;16;0;1,51510000228882;22;85;1;1;12;0
12;1;0;1;1;43;1849;0;1,28090000152588;61;85;1;1;12;0
12;1;0;1;1;14;196;0;2,07940006256104;32;85;1;1;12;0
12;1;0;1;0;10;100;0;1,55809998512268;28;85;1;1;12;0
12;1;0;0;1;2;4;0;1,90659999847412;20;85;1;0;12;0
12;1;0;0;1;28;784;0;2,40790009498596;46;85;1;0;12;0
7;1;0;1;1;15;225;0;1,79180002212524;28;85;1;1;7;0
12;1;0;0;1;20;400;0;2,30259990692139;38;85;1;0;12;0
12;1;0;1;1;30;900;0;2,4203999042511;48;85;1;1;12;0
12;1;0;1;1;9;81;0;1,37370002269745;27;85;1;1;12;0
16;1;1;0;1;13;169;0;2,86220002174377;35;85;1;0;16;0
13;1;0;1;0;1;1;0;1,26689994335175;20;85;1;1;13;0
16;1;0;0;0;8;64;0;1,79180002212524;30;85;1;0;16;0
14;1;0;0;1;15;225;0;3,09100008010864;35;85;1;0;14;0
12;1;0;1;0;6;36;0;1,83259999752045;24;85;1;1;12;0
7;1;0;0;1;14;196;0;1,50409996509552;27;85;1;0;7;0
13;1;0;1;0;28;784;0;2,33410000801086;47;85;1;1;13;0
14;1;0;0;1;10;100;0;2,50139999389648;30;85;1;0;14;0
17;1;0;0;0;14;196;0;2,89939999580383;37;85;1;0;17;0
16;1;0;0;1;10;100;0;2,70799994468689;32;85;1;0;16;0
13;1;0;1;1;10;100;0;2,16910004615784;29;85;1;1;13;0
14;1;0;0;1;44;1936;0;2,99469995498657;64;85;1;0;14;0
16;0;0;1;0;10;100;1;1,89709997177124;32;85;1;1;16;1
14;0;0;0;1;22;484;1;2,26440000534058;42;85;1;0;14;1
11;0;0;0;1;18;324;1;1,70469999313354;35;85;1;0;11;1
12;0;0;1;0;9;81;0;2,07940006256104;27;85;1;1;12;0
18;0;0;1;1;19;361;0;2,99569988250732;43;85;1;1;18;0
17;0;0;1;1;14;196;0;2,25130009651184;37;85;1;1;17;0
16;0;0;1;0;6;36;1;2,46720004081726;28;85;1;1;16;1
16;0;0;1;0;17;289;0;2,63109993934631;39;85;1;1;16;0
11;0;0;1;1;24;576;0;1,70469999313354;41;85;1;1;11;0
11;0;0;1;0;12;144;0;1,94589996337891;29;85;1;1;11;0
12;0;0;1;1;38;1444;0;2,26699995994568;56;85;1;1;12;0
15;0;0;1;0;33;1089;0;2,36179995536804;54;85;1;1;15;0
2;0;0;0;0;16;256;0;1,32179999351501;24;85;1;0;2;0
14;0;0;1;1;10;100;0;2,48489999771118;30;85;1;1;14;0
14;0;0;1;1;14;196;0;2,14709997177124;34;85;1;1;14;0
14;0;0;0;0;16;256;0;2,78130006790161;36;85;1;0;14;0
11;0;0;0;0;11;121;0;1,32179999351501;28;85;1;0;11;0
16;0;1;1;1;6;36;0;2,19720005989075;28;85;1;1;16;0
12;0;1;1;1;33;1089;0;2,57450008392334;51;85;1;1;12;0
16;0;0;0;0;10;100;0;2,58019995689392;32;85;1;0;16;0
12;0;0;0;0;19;361;0;2,22460007667542;37;85;1;0;12;0
12;0;0;0;0;4;16;0;1,60940003395081;22;85;1;0;12;0
17;0;0;1;0;3;9;1;1,79180002212524;26;85;1;1;17;1
12;0;0;1;1;32;1024;0;1,94589996337891;50;85;1;1;12;0
8;0;0;0;1;19;361;0;1,54760003089905;33;85;1;0;8;0
16;0;0;1;1;22;484;0;2,01489996910095;44;85;1;1;16;0
18;0;0;0;1;33;1089;0;1,94589996337891;57;85;1;0;18;0
18;0;0;0;1;19;361;0;2,41739988327026;43;85;1;0;18;0
18;0;0;0;1;3;9;0;1,74300003051758;27;85;1;0;18;0
12;0;0;0;1;12;144;0;1,70469999313354;30;85;1;0;12;0
12;0;0;0;1;16;256;0;2,19720005989075;34;85;1;0;12;0
12;0;0;1;1;4;16;0;1,41709995269775;22;85;1;1;12;0
12;0;0;0;1;11;121;1;2,30259990692139;29;85;1;0;12;1
12;0;0;0;1;17;289;0;2,01489996910095;35;85;1;0;12;0
11;0;0;0;0;16;256;0;1,29470002651215;33;85;1;0;11;0
12;0;0;0;1;18;324;0;2,18479990959167;36;85;1;0;12;0
18;0;0;0;1;15;225;0;2,89039993286133;39;85;1;0;18;0
14;0;1;0;0;0;0;0;1,20899999141693;20;85;1;0;14;0
16;0;1;0;0;8;64;0;2,59899997711182;30;85;1;0;16;0
16;0;0;0;1;17;289;0;3,11350011825562;39;85;1;0;16;0
18;0;0;0;0;13;169;0;2,94440007209778;37;85;1;0;18;0
12;0;0;1;1;18;324;0;2,18939995765686;36;85;1;1;12;0
11;0;1;1;1;16;256;0;1,94589996337891;33;85;1;1;11;0
14;0;0;1;0;24;576;0;1,42709994316101;44;85;1;1;14;0
12;0;0;0;1;23;529;0;2,28539991378784;41;85;1;0;12;0
12;0;0;0;0;1;1;0;1,89709997177124;19;85;1;0;12;0
12;0;0;1;1;10;100;1;1,94589996337891;28;85;1;1;12;1
12;0;0;1;1;42;1764;0;1,29100000858307;60;85;1;1;12;0
18;0;0;1;0;37;1369;0;3,12789988517761;61;85;1;1;18;0
12;0;0;1;1;14;196;0;1,60940003395081;32;85;1;1;12;0
